Species,Country.of.Origin,Region,Farm.Name,Owner,Company,Certification.Body,unit_of_measurement,Altitude,altitude_high_meters,altitude_low_meters,altitude_mean_meters,Number.of.Bags,Bag.Weight,Harvest.Year,Grading.Date,Expiration,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Category.Two.Defects,Quakers,Color
Arabica,"Tanzania, United Republic Of",arusha,burka coffee estates,burka coffee estate,burka coffee estate,Africa Fine Coffee Association,m,1400,1400,1400,1400,10,60 kg,2014,"January 6th, 2015","January 6th, 2016",Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12,0,1,0,Bluish-Green
Arabica,Brazil,south of minas,rio verde,ipanema coffees,ipanema coffees,Specialty Coffee Association,m,1200,1200,1200,1200,300,2 kg,2014/2015,"October 17th, 2014","October 17th, 2015",Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,0,0,3,0,Green
Arabica,Honduras,occidental,bsr,beneficio santa rosa,beneficio santa rosa s.a.,Instituto Hondureño del Café,m,1400 m.s.n.m.,1400,1400,1400,275,69 kg,2014,"April 30th, 2014","April 30th, 2015",Caturra,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11,0,5,0,Green
Arabica,Guatemala,huehuetenango,finca el naranjal,juan luis alvarado romero,exportcafe,Asociacion Nacional Del Café,ft,4540 metros,1383.7920000000001,1383.7920000000001,1383.7920000000001,275,69 kg,2014,"January 28th, 2014","January 28th, 2015",Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,0.11,0,5,0,Green
Arabica,United States (Hawaii),NA,NA,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,10,100 lbs,NA,"May 4th, 2011","May 3rd, 2012",NA,NA,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0,0,0,0,NA
Arabica,Colombia,NA,NA,racafe & cia s.c.a,NA,Almacafé,m,NA,NA,NA,NA,149,70 kg,NA,"March 15th, 2011","March 14th, 2012",NA,NA,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,80.58,0,0,2,0,NA
Arabica,Taiwan,taiwan,王秋金,cqi taiwan icp cqi台灣合作夥伴,王秋金,Blossom Valley International,m,50,50,50,50,20,5 kg,2017,"December 8th, 2017","December 8th, 2018",Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,0,0,0,0,Blue-Green
Arabica,Guatemala,santa rosa,el guayabo,juan luis alvarado romero,"peter schoelfeld, s.a",Asociacion Nacional Del Café,m,1500,1500,1500,1500,275,69 kg,2017,"September 8th, 2017","September 8th, 2018",Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,0.1,0,4,0,Green
Arabica,Honduras,ocotepeque,la bendicion,janny marlith torres,coffee planet corporation s.a,Instituto Hondureño del Café,m,1650,1650,1650,1650,15,69 kg,2017,"August 23rd, 2017","August 23rd, 2018",Catuai,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11,0,5,0,Green
Arabica,Mauritius,chamarel (south west),case noyale ltd,case noyale ltd,compagnie sucrière de bel ombre ltd,Kenya Coffee Traders Association,m,280,280,280,280,1,2 kg,2016,"February 11th, 2016","February 10th, 2017",NA,NA,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5,0.12,0,0,0,Green
Arabica,Brazil,vale da grama,cachoeira da grama farm,bourbon specialty coffees,bourbon specialty coffees,Brazil Specialty Coffee Association,m,1250 m,1250,1250,1250,300,60 kg,2015/2016,"November 17th, 2015","November 16th, 2016",Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,0,3,0,Green
Arabica,Myanmar,pyin oo lwin,mixed,shwe yin mar coffee,shwe yin mar coffee,Coffee Quality Institute,m,3800,3800,3800,3800,1,2 kg,2015,"July 17th, 2015","July 16th, 2016",Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0,0,2,0,Green
Arabica,Guatemala,oriente,various,juan luis alvarado romero,outspan guatemala s.a.,Asociacion Nacional Del Café,ft,4000 p.s.n.m.,1219.2,1219.2,1219.2,275,69 kg,2014,"April 23rd, 2014","April 23rd, 2015",Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11,0,3,0,Green
Arabica,Brazil,mantiqueira de minas,pereira estate coffee,jacques pereira carneiro,exportadora de cafés carmo de minas ltda,Specialty Coffee Association,m,1250,1250,1250,1250,300,60 kg,2013,"April 17th, 2014","April 17th, 2015",Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,0.1,0,10,0,None
Arabica,United States (Hawaii),kona,NA,eileen koyanagi,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,10,100 lbs,2013,"February 4th, 2014","February 4th, 2015",Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5,0.11,1,0,0,Green
Arabica,Guatemala,huehuetenango,barranca de las flores,juan luis alvarado romero,exportcafe,Asociacion Nacional Del Café,ft,6100 metros,1859.28,1859.28,1859.28,250,1 kg,2013,"February 13th, 2013","February 13th, 2014",Bourbon,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12,1,1,0,Green
Arabica,Mexico,zaragoza itundujia,peña negra,israel eduardo paz garcia,cafeorganico.mx,AMECAFE,m,1450,1450,1450,1450,18,1 kg,2012,"September 17th, 2012","September 17th, 2013",Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,0.15,0,1,0,None
Arabica,Honduras,marcala,bethel,cadexsa,cadexsa,Instituto Hondureño del Café,m,1450,1450,1450,1450,275,69 kg,2016,"February 3rd, 2016","February 2nd, 2017",NA,NA,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,0.1,0,0,0,Green
Arabica,Taiwan,南投國姓,春風咖啡,cqi taiwan icp cqi台灣合作夥伴,宸嶧國際,Blossom Valley International,m,600公尺,600,600,600,10,60 kg,2014,"November 23rd, 2014","November 23rd, 2015",Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,0.14,0,0,0,Green
Arabica,El Salvador,"department of ahuachapan, municipality of apanecallamatepec mountain",finca la fany,lusso lab,lusso coffee lab,Specialty Coffee Association,m,1450m,1450,1450,1450,2,2 kg,2013,"April 26th, 2014","April 26th, 2015",Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,0,0,1,0,Green
Arabica,China,yunnan,alicia's farm,adam ciruli ye,yunnan new century tech inc.,Specialty Coffee Association,m,1700,1700,1700,1700,1,2 kg,2013,"January 17th, 2014","January 17th, 2015",Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,0.17,0,14,0,Green
Arabica,Taiwan,nantou,guoxing farm coffee 國姓農場咖啡,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,"Blossom Valley International
",m,600 m,600,600,600,10,30 kg,2013/2014,"December 26th, 2013
","December 26th, 2014",Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42,0.11,0,0,0,Green
Arabica,Mexico,pochutla,copalita,alfredo bojalil,ecomtrading,AMECAFE,m,1050,1050,1050,1050,250,1 kg,2012,"September 4th, 2012","September 4th, 2013",Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1,2,4,0,Green
Arabica,Mexico,la concordia,NA,armando luis pohlenz martinez,beneficio custepec s.a. de c.v.,AMECAFE,m,1550,1550,1550,1550,250,1 kg,2012,"August 30th, 2012","August 30th, 2013",Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12,4,16,0,Green
Arabica,Burundi,mumirwa,NA,simon mahinda,sangana commodities k limited,Kenya Coffee Traders Association,m,1700,1700,1700,1700,300,60 kg,2016,"January 22nd, 2016","January 21st, 2017",NA,NA,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,0.12,0,0,0,Green
Arabica,"Tanzania, United Republic Of",mkuu rombo,delfina farm,delfina leon shine,delfina farm,Africa Fine Coffee Association,m,1700,1700,1700,1700,10,60 kg,2015/2016,"November 16th, 2015","November 15th, 2016",Bourbon,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,0,5,0,Green
Arabica,"Tanzania, United Republic Of",arusha,kongoni estate,kongoni estate,kongoni estate,Africa Fine Coffee Association,m,NA,NA,NA,NA,1,60 kg,2014,"December 18th, 2014","December 18th, 2015",Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12,0,5,0,Bluish-Green
Arabica,Taiwan,taichung xinshe 台中市新社區,tokoffee莊園,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,600 m,600,600,600,10,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,0.11,0,0,0,Green
Arabica,Guatemala,oriente,la castellana,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"June 6th, 2013","June 6th, 2014",Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11,1,4,0,Green
Arabica,Mexico,chilón,NA,miguel cortes moreno,estrategias constructivas corzu s.a. de c.v.,AMECAFE,m,940,940,940,940,10,1 kg,2012,"August 30th, 2012","August 30th, 2013",Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11,0,21,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,cqi,Specialty Coffee Association,ft,NA,NA,NA,NA,10,100 lbs,2012,"February 8th, 2012","February 7th, 2013",Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,0.12,5,7,0,Green
Arabica,Ethiopia,kelem welega,NA,ethiopia commodity exchange,NA,Ethiopia Commodity Exchange,m,NA,NA,NA,NA,360,6,2010,"June 17th, 2010","June 17th, 2011",NA,NA,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33,0.1,0,1,0,NA
Arabica,Brazil,cerrado - monte carmelo - minas gerais,são rafael_ ra/ras certified,volcafe ltda. - brasil,volcafe ltda.,Brazil Specialty Coffee Association,m,995,995,995,995,440,59 kg,2017 / 2018,"November 3rd, 2017","November 3rd, 2018",Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11,0,1,1,Green
Arabica,Honduras,comayagua,las moras,bismarck castro,cigrah s.a de c.v,Instituto Hondureño del Café,m,1400,1400,1400,1400,275,69 kg,2016,"April 6th, 2017","April 6th, 2018",Caturra,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,0,4,0,Green
Arabica,Mexico,sierra madre occidental,cortapico,cafe de don balbino s.c. de r.l. de c.v.,cafe don balbino s.c. de r.l. de c.v.,Centro Agroecológico del Café A.C.,m,1600,1600,1600,1600,60,69 kg,2016,"April 26th, 2016","April 26th, 2017",Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,0,2,0,Green
Arabica,Myanmar,"yauk sauk, shan state",waylead farms,bob mccauley,"waylead industrial co, ltd.",Specialty Coffee Association,ft,3000 ft,914.4,914.4,914.4,2,2 kg,2015,"August 27th, 2015","August 26th, 2016",Other,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,1,26,0,Green
Arabica,Myanmar,ywar ngan,thein kone,u htun htun,NA,Coffee Quality Institute,m,4287,4287,4287,4287,1,2 kg,2014,"July 17th, 2015","July 16th, 2016",Catuai,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0,0,1,0,Green
Arabica,Nicaragua,matagalpa,finca el consuelo,gloria antonieta escobar urrutia,zeas escobar y compañía limitada,Asociación de Cafés Especiales de Nicaragua,m,900 m.s.n.m.,900,900,900,275,69 kg,2015,"February 20th, 2015","February 20th, 2016",Caturra,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11,0,2,0,Green
Arabica,United States (Hawaii),kona,NA,eileen koyanagi,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,2,100 lbs,2014,"March 3rd, 2014","March 3rd, 2015",Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,4,13,0,Green
Arabica,Colombia,NA,NA,honor dela fuente,costco wholesale industries,Specialty Coffee Association,m,NA,NA,NA,NA,1,2 kg,2012,"January 8th, 2014","January 8th, 2015",Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,0,0,0,Green
Arabica,Taiwan,chiayi fanlu嘉義縣番路鄉,weng hui ling 翁惠鈴,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,700 m,700,700,700,5,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,0.11,0,0,0,Green
Arabica,Guatemala,oriente,several,the coffee source inc.,the coffee source inc.,Specialty Coffee Association,m,1400,1400,1400,1400,250,1 kg,2012,"January 9th, 2013","January 9th, 2014",Caturra,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,1,12,0,Green
Arabica,Mexico,"calnali, hidalgo",mirador,saul m. hernandez ramirez,NA,AMECAFE,m,808,808,808,808,10,1 kg,2012,"September 27th, 2012","September 27th, 2013",Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11,2,8,0,None
Arabica,Vietnam,dala,apollo estate,"sunvirtue co., ltd.","sunvirtue co., ltd.",Specialty Coffee Association,m,1550,1550,1550,1550,1,2 kg,2017,"May 9th, 2017","May 9th, 2018",Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,0,2,0,NA
Arabica,Nicaragua,jinotega,los mesones,"exportadora atlantic, s.a.",exportadora atlantic s.a,Asociación de Cafés Especiales de Nicaragua,m,1100 - 1275 mts,1275,1100,1187.5,275,2 kg,2015,"April 24th, 2015","April 23rd, 2016",Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,0,2,0,NA
Arabica,Honduras,marcala,cerro bueno,cadexsa,cadexsa,Instituto Hondureño del Café,m,1400 msnm,1400,1400,1400,275,1 kg,2015,"January 26th, 2015","January 26th, 2016",Catuai,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,0,0,0,Green
Arabica,Guatemala,oriente,el morito,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,69 kg,2013,"August 7th, 2013","August 7th, 2014",Bourbon,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,0,2,0,Green
Arabica,Mexico,coatepec,"la orduña, coatepec, veracruz",pablo enrique martinez gama,café katsina,AMECAFE,m,1250,1250,1250,1250,20,1 kg,2012,"October 9th, 2012","October 9th, 2013",Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11,0,2,0,Green
Arabica,Mexico,zaragoza itundujia,el carrizo,israel eduardo paz garcia,cafeorganico.mx,AMECAFE,m,1550,1550,1550,1550,15,1 kg,2012,"September 13th, 2012","September 13th, 2013",Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,1,2,0,Green
Arabica,Mexico,veracruz,el aguacate,marco virgilio ramirez teliz,cafes de naranjal s.a. de c.v,AMECAFE,m,1000,1000,1000,1000,15,1 kg,2012,"September 10th, 2012","September 10th, 2013",Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12,0,12,0,Green
Arabica,Guatemala,oriente,agropecuaria quiagral,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,ft,4300,1310.64,1310.64,1310.64,250,1 kg,2012,"May 24th, 2012","May 24th, 2013",Bourbon,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11,0,5,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,22,100 lbs,NA,"September 22nd, 2011","September 21st, 2012",NA,NA,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,12,1,0,NA
Arabica,Brazil,mantiqueira de minas,NA,brayan cunha souza,carmo coffees,Brazil Specialty Coffee Association,m,1100,1100,1100,1100,440,60 kg,2017 / 2018,"November 29th, 2017","November 29th, 2018",Bourbon,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,0.11,0,5,0,Green
Arabica,Taiwan,苗栗泰安,好自在咖啡莊園,cqi taiwan icp cqi台灣合作夥伴,宸嶧國際,Blossom Valley International,m,850公尺,850,850,850,10,60 kg,2014,"November 23rd, 2014","November 23rd, 2015",Typica,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,0.07,0,0,0,Green
Arabica,Nicaragua,NA,NA,honor dela fuente,costco wholesale industries,Specialty Coffee Association,m,NA,NA,NA,NA,1,5 lbs,2013,"February 25th, 2014","February 25th, 2015",NA,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,0.1,0,4,0,Green
Arabica,Taiwan,yunlin gukeng he bao 雲林縣古坑鄉荷苞村,sheng he shang pin coffee 聖荷上品咖啡坊,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,200 m,200,200,200,10,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Other,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,0.11,0,0,0,Green
Arabica,Taiwan,changhua baguashan 彰化市八卦山,a shu she coffee 阿束社咖啡莊園,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,150 m,150,150,150,10,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,0.11,0,0,0,Green
Arabica,Taiwan,changhua baguashan 彰化市八卦山,wu kun shan coffee 吳焜山咖啡園,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,250 m,250,250,250,10,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,0.11,0,0,0,Green
Arabica,Mexico,zaragoza itundujia,el tabaco,israel eduardo paz garcia,cafeorganico.mx,AMECAFE,m,1300,1300,1300,1300,13,1 kg,2012,"September 14th, 2012","September 14th, 2013",Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15,0,0,0,None
Arabica,Mexico,escuitla,NA,federico pacheco perez,NA,AMECAFE,m,1300,1300,1300,1300,10,1 kg,2012,"August 30th, 2012","August 30th, 2013",Typica,Washed / Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14,1,17,0,Green
Arabica,Nicaragua,jinotega,santa matilde,"comercial internacional exportadora, s.a.","comercial internacional exportadora, s.a.",Instituto Hondureño del Café,m,1250,1250,1250,1250,275,69 kg,2017,"June 13th, 2017","June 13th, 2018",Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,0.1,0,5,0,Green
Arabica,Myanmar,"doe kwin, pyin oo lwin",doe kwin,ngu shwe li,ngu shwe li coffee estate,Coffee Quality Institute,m,3845,3845,3845,3845,1,2 kg,2015,"July 17th, 2015","July 16th, 2016",Other,Washed / Wet,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0,0,4,0,Green
Arabica,Mexico,"sierra fraylesca, chiapas",various,kurt kappeli,globus coffee,Specialty Coffee Association,m,1300 to 1500 meters,1500,1300,1400,280,2 kg,2014,"May 1st, 2014","May 1st, 2015",Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,0,0,2,0,Green
Arabica,Taiwan,changhua baguashan 彰化市八卦山,zhang li hong coffee 張立宏咖啡莊園,cqi taiwan icp cqi台灣合作夥伴,blossom valley宸嶧國際,Blossom Valley International,m,250 m,250,250,250,10,30 kg,2013/2014,"December 26th, 2013","December 26th, 2014",Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80,0.11,0,0,0,Green
Arabica,Thailand,thailand,doi tung development project,doi tung development project,doi tung development project,Specialty Coffee Association,m,800++,800,800,800,2,1 kg,2012,"May 29th, 2013","May 29th, 2014",NA,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,0,0,0,0,Green
Arabica,Mexico,coatepec,"la orduña, coatepec, veracruz",pablo enrique martinez gama,NA,AMECAFE,m,1250,1250,1250,1250,20,1 kg,2012,"September 10th, 2012","September 10th, 2013",Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,0.12,0,9,0,Green
Arabica,Mexico,san miguel del puerto,"santa clara, california y camila",semiramis casas velazquez,NA,AMECAFE,m,1100,1100,1100,1100,256,1 kg,2012,"September 4th, 2012","September 4th, 2013",Other,Washed / Wet,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,0.11,0,12,0,Green
Arabica,Ethiopia,limu,"phone number | 0911-51-08-01, email | at",ethiopia commodity exchange,NA,Ethiopia Commodity Exchange,m,NA,NA,NA,NA,300,6,2010,"June 17th, 2010","June 17th, 2011",NA,NA,7.42,7.42,7.5,7.92,7.75,7.58,8.67,9.33,8.67,7.75,80,0.05,0,2,0,NA
Arabica,Colombia,huila,NA,federacion nacional de cafeteros,federacion nacional de cafeteros,Almacafé,m,NA,NA,NA,NA,275,2 kg,2015,"April 23rd, 2015","April 22nd, 2016",NA,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,6.67,10,10,7.42,79.92,0,0,1,0,Green
Arabica,United States (Hawaii),kona,NA,eileen koyanagi,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,12,100 kg,2014,"May 12th, 2014","May 12th, 2015",Hawaiian Kona,Natural / Dry,7.5,7,7,6.92,7.33,7.17,10,10,10,7,79.92,0.11,1,3,0,Green
Arabica,Mexico,chiapas,various,calixto guillen vazquez,"finca triunfo verde, s.c.",AMECAFE,m,1300,1300,1300,1300,400,1 kg,2013,"March 29th, 2013","March 29th, 2014",Bourbon,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,9.33,10,10,7.17,79.92,0.12,0,4,0,Green
Arabica,Mexico,"motozintla, chiapas",finca buenos aires,alejandro garcia palacios,industrializadora de kaffee andes s.a. de c.v.,AMECAFE,m,1100,1100,1100,1100,10,1 kg,2012,"September 11th, 2012","September 11th, 2013",Other,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,10,10,10,7,79.92,0.12,1,7,0,Green
Arabica,Mexico,veracruz,rancho san francisco iii,christina dusing,NA,AMECAFE,m,1100,1100,1100,1100,82,1 kg,2012,"August 30th, 2012","August 30th, 2013",Bourbon,Washed / Wet,7.5,7.17,7,7.17,7.25,7.08,10,10,10,6.75,79.92,0,0,0,0,NA
Arabica,Mexico,jaltenango,finca monte grande,montegrande,NA,AMECAFE,m,1100,1100,1100,1100,250,1 kg,2012,"July 26th, 2012","July 26th, 2013",Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,9.33,10,10,7.33,79.92,0.11,0,3,0,Green
Arabica,Mexico,coatepec,finca la orduña,pablo enrique martinez gama,NA,AMECAFE,m,1250,1250,1250,1250,100,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Natural / Dry,7.33,7.25,7,7.42,7.17,7.17,9.33,10,10,7.25,79.92,0.12,0,6,0,Green
Arabica,Mexico,veracruz,finca huehuetecpan,jesus carlos cadena valdivia,cafetalera la asunción s.a. de c.v.,AMECAFE,m,1250,1250,1250,1250,209,1 kg,2012,"July 11th, 2012","July 11th, 2013",Mundo Novo,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,10,9.33,10,7,79.92,0.11,0,0,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,NA,Specialty Coffee Association,ft,NA,NA,NA,NA,40,100 lbs,NA,"September 22nd, 2011","September 21st, 2012",NA,NA,7.5,7.42,7.58,7.42,7.5,7.58,8.67,8.67,10,7.58,79.92,0.05,3,0,0,NA
Arabica,Kenya,kiambu,yara estate / benvar estate,kennedy macharia,taylor winch (coffee) ltd,Kenya Coffee Traders Association,m,1500,1500,1500,1500,200,12000 kg,2017,"August 25th, 2017","August 25th, 2018",SL34,Washed / Wet,7,7.08,7,7.17,7.25,7.25,10,10,10,7.08,79.83,0.11,0,5,1,NA
Arabica,Guatemala,san marcos,piamonte,juan luis alvarado romero,"unex guatemala, s.a.",Asociacion Nacional Del Café,m,1700,1700,1700,1700,50,69 kg,2017,"August 22nd, 2017","August 22nd, 2018",Bourbon,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,9.33,10,10,7.08,79.83,0.1,0,2,0,Green
Arabica,Nicaragua,jinotega,asociación aldea global jinotega,asociación aldea global jinotega,asociación aldea global jinotega,Asociación de Cafés Especiales de Nicaragua,m,1250,1250,1250,1250,75,2 kg,2014,"March 30th, 2015","March 29th, 2016",Caturra,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,10,10,10,7.17,79.83,0.11,0,0,0,Green
Arabica,Mexico,veracruz,la cuchilla,sergio de la vequia bernardi,NA,AMECAFE,m,1300,1300,1300,1300,250,1 kg,2012,"July 11th, 2012","July 11th, 2013",Typica,Washed / Wet,7.17,7.08,7,7.25,7.5,7,10,10,10,6.83,79.83,0.12,0,3,0,Green
Arabica,United States (Hawaii),kona,NA,kona pacific farmers cooperative,kona pacific farmers cooperative,Specialty Coffee Association,ft,NA,NA,NA,NA,12,100 lbs,2012,"April 5th, 2012","April 5th, 2013",Hawaiian Kona,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,9.33,10,10,7.17,79.83,0.12,7,10,0,Blue-Green
